map_shape_id,role_title,full_name,political_party,bio,contact_email,contact_phone,holding_since,source_url,photo_url
17211,Councillor,Raymond Poirier,Independent,Councillor for Bouctouche,,1 506 743-7260,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17211,Mayor,Roland Fougère,Independent,Mayor for Bouctouche,,1 506 743-7260,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17213,Councillor,Christien Goguen,Independent,Councillor for Saint-Antoine,village@village.stantoine.nb.ca,1 506 525-4020,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17213,Councillor,Eugère Cormier,Independent,Councillor for Saint-Antoine,village@village.stantoine.nb.ca,1 506 525-4020,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17213,Councillor,Jean-Pierre Richard,Independent,Councillor for Saint-Antoine,village@village.stantoine.nb.ca,1 506 525-4020,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17213,Councillor,Raoul Leger,Independent,Councillor for Saint-Antoine,village@village.stantoine.nb.ca,1 506 525-4020,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17213,Mayor,Ricky Gautreau,Independent,Mayor for Saint-Antoine,village@village.stantoine.nb.ca,1 506 525-4020,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17214,Councillor,Alain Vaillancourt,Independent,Councillor for Saint-Paul,alain.vaillancourt@montreal.ca,1 514 872-6814,,https://donnees.montreal.ca/dataset/381d74ca-dadd-459f-95c9-db255b5f4480/resource/ce1315a3-50ee-48d0-a0f0-9bcc15f65643/download/liste_elus_montreal.csv,"https://res.cloudinary.com/villemontreal/image/upload/f_auto,dpr_auto,q_auto,w_348,ar_1,c_fill/v1/portail/kmxmwcawnikgyny4rvw1.jpg"
17219,Councillor,Dennis Mazerolle,Independent,Councillor for Richibucto,vtrcto@nbnet.nb.ca,1 506 523-7870,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17219,Councillor,Dwayne Thompson,Independent,Councillor for Richibucto,vtrcto@nbnet.nb.ca,1 506 523-7870,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17219,Councillor,Gérard Richard,Independent,Councillor for Richibucto,vtrcto@nbnet.nb.ca,1 506 523-7870,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17219,Mayor,Roger Doiron,Independent,Mayor for Richibucto,vtrcto@nbnet.nb.ca,1 506 523-7870,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17219,Councillor,Stella Richard,Independent,Councillor for Richibucto,vtrcto@nbnet.nb.ca,1 506 523-7870,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17220,Councillor,Albert J. Corcoran,Independent,Councillor for Rexton,villageofrexton@nb.aibn.com,1 506 523-6921,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17220,Councillor,Elaine Warren,Independent,Councillor for Rexton,villageofrexton@nb.aibn.com,1 506 523-6921,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17220,Councillor,Joseph Murphy,Independent,Councillor for Rexton,villageofrexton@nb.aibn.com,1 506 523-6921,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17220,Councillor,William Flanagan,Independent,Councillor for Rexton,villageofrexton@nb.aibn.com,1 506 523-6921,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17222,Councillor,Craig Sauvé,Independent,Councillor for Saint-Charles,craig.sauve@montreal.ca,1 514 872-6814,,https://donnees.montreal.ca/dataset/381d74ca-dadd-459f-95c9-db255b5f4480/resource/ce1315a3-50ee-48d0-a0f0-9bcc15f65643/download/liste_elus_montreal.csv,"https://res.cloudinary.com/villemontreal/image/upload/f_auto,dpr_auto,q_auto,w_348,ar_1,c_fill/v1/portail/mglwwrxlv9oeocdcu4fe.jpg"
17222,Councillor,Steeve Verret,Independent,Councillor for Saint-Charles,,1 418 641-6411,,https://www.ville.quebec.qc.ca/apropos/gouvernance/conseil-municipal/membres.aspx,https://www.ville.quebec.qc.ca/apropos/gouvernance/conseil-municipal/img/ph-steeve-verret-liste.jpg
17222,Councillor,Sylvain Larocque,Independent,Councillor for Saint-Charles,sylvain.larocque@longueuil.quebec,,,https://longueuil.quebec/fr/services/elus,https://cms.longueuil.quebec/sites/default/files/inline-images/018-SYLVAIN_LAROCQUE-LR.jpg
17225,Councillor,Christine Johnson,Independent,Councillor for Saint-Louis de Kent,vstlouis@nbnet.nb.ca,1 506 876-3420,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17225,Mayor,Danielle Dugas,Independent,Mayor for Saint-Louis de Kent,vstlouis@nbnet.nb.ca,1 506 876-3420,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17225,Councillor,Howard Vautour,Independent,Councillor for Saint-Louis de Kent,vstlouis@nbnet.nb.ca,1 506 876-3420,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17225,Councillor,Oswold Mazerolle,Independent,Councillor for Saint-Louis de Kent,vstlouis@nbnet.nb.ca,1 506 876-3420,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17225,Councillor,Roland Gallant,Independent,Councillor for Saint-Louis de Kent,vstlouis@nbnet.nb.ca,1 506 876-3420,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17226,Councillor,André Albert Morin,Independent,Councillor for Acadieville,Andre-A.Morin.ACAD@assnat.qc.ca,1 514 337-4278,,http://www.assnat.qc.ca/fr/deputes/index.html,https://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_50875&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz
17234,Councillor,Denis Doiron,Independent,Councillor for Rogersville,rogervil@nbnet.nb.ca,1 506 775-2080,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17234,Councillor,Gaétane Johnson,Independent,Councillor for Rogersville,rogervil@nbnet.nb.ca,1 506 775-2080,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17234,Councillor,Gérald Fournier,Independent,Councillor for Rogersville,rogervil@nbnet.nb.ca,1 506 775-2080,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17234,Councillor,Noella Babineau,Independent,Councillor for Rogersville,rogervil@nbnet.nb.ca,1 506 775-2080,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17234,Mayor,Pierrette Robichaud,Independent,Mayor for Rogersville,rogervil@nbnet.nb.ca,1 506 775-2080,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17236,Councillor,Amanda Brennan,Independent,Councillor for Blackville,blackvl@nb.sympatico.ca,1 506 843-6337,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17236,Mayor,Christopher Hennessy,Independent,Mayor for Blackville,blackvl@nb.sympatico.ca,1 506 843-6337,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17236,Councillor,Cindy Ross,Independent,Councillor for Blackville,blackvl@nb.sympatico.ca,1 506 843-6337,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17236,Councillor,Cindy Underhill,Independent,Councillor for Blackville,blackvl@nb.sympatico.ca,1 506 843-6337,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17236,Councillor,Ian Fortune,Independent,Councillor for Blackville,blackvl@nb.sympatico.ca,1 506 843-6337,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17239,Councillor,Arthur O'Donnell,Independent,Councillor for Doaktown,doaktown@nbaibn.com,1 506 365-7970,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17239,Councillor,Carl R. Price,Independent,Councillor for Doaktown,doaktown@nbaibn.com,1 506 365-7970,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17239,Mayor,Jeff Porter,Independent,Mayor for Doaktown,doaktown@nbaibn.com,1 506 365-7970,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17239,Councillor,Paul Gillespie,Independent,Councillor for Doaktown,doaktown@nbaibn.com,1 506 365-7970,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17239,Councillor,Wayne Fowler,Independent,Councillor for Doaktown,doaktown@nbaibn.com,1 506 365-7970,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17242,Mayor,Douglas Munn,Independent,Mayor for Upper Miramichi,uppermiramichi1@nb.aibn.com,1 506 369-9810,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17242,Councillor,Dustin Munn,Independent,Councillor for Upper Miramichi,uppermiramichi1@nb.aibn.com,1 506 369-9810,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17242,Councillor,Grant Ross,Independent,Councillor for Upper Miramichi,uppermiramichi1@nb.aibn.com,1 506 369-9810,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17242,Councillor,Keith Clowater,Independent,Councillor for Upper Miramichi,uppermiramichi1@nb.aibn.com,1 506 369-9810,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17242,Councillor,Ronald Fowler,Independent,Councillor for Upper Miramichi,uppermiramichi1@nb.aibn.com,1 506 369-9810,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17249,Councillor,Albertine Savoie,Independent,Councillor for Neguac,village@nb.aibn.com,1 506 776-3950,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17249,Councillor,Eymard Savoie,Independent,Councillor for Neguac,village@nb.aibn.com,1 506 776-3950,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17249,Mayor,Georges Savoie,Independent,Mayor for Neguac,village@nb.aibn.com,1 506 776-3950,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17249,Councillor,Gerard Robichard,Independent,Councillor for Neguac,village@nb.aibn.com,1 506 776-3950,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17249,Councillor,Léandre Rouselle,Independent,Councillor for Neguac,village@nb.aibn.com,1 506 776-3950,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17249,Councillor,Mathieu LeClair,Independent,Councillor for Neguac,village@nb.aibn.com,1 506 776-3950,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17252,Mayor,Adam Lordon,Independent,Mayor for Miramichi,,1 506 623-2200,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17252,Councillor,Billy Fleiger,Independent,Councillor for Miramichi,,1 506 623-2200,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17252,Councillor,Chad Duplessie,Independent,Councillor for Miramichi,,1 506 623-2200,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17252,Councillor,Shelly Williams,Independent,Councillor for Miramichi,,1 506 623-2200,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17252,Councillor,Tara Ross-Robinson,Independent,Councillor for Miramichi,,1 506 623-2200,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17252,Councillor,Tom King,Independent,Councillor for Miramichi,,1 506 623-2200,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17252,Councillor,Tony Walsh,Independent,Councillor for Miramichi,,1 506 623-2200,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17253,Councillor,Alex Scholten,Independent,Councillor for New Maryland,office@vonm.ca,1 506 451-8508,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17253,Mayor,Judy Wilson-Shee,Independent,Mayor for New Maryland,office@vonm.ca,1 506 451-8508,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17253,Councillor,Mike Pope,Independent,Councillor for New Maryland,office@vonm.ca,1 506 451-8508,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17253,Councillor,Paul LeBlanc,Independent,Councillor for New Maryland,office@vonm.ca,1 506 451-8508,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17253,Councillor,Tim Scammell,Independent,Councillor for New Maryland,office@vonm.ca,1 506 451-8508,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17257,Councillor,Greg Swim,Independent,Councillor for McAdam,villageofmcadam@nb.aibn.com,1 506 784-2293,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17257,Councillor,Jody David Robinson,Independent,Councillor for McAdam,villageofmcadam@nb.aibn.com,1 506 784-2293,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17257,Mayor,Kenneth Stannix,Independent,Mayor for McAdam,villageofmcadam@nb.aibn.com,1 506 784-2293,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17257,Councillor,Mitchell Little,Independent,Councillor for McAdam,villageofmcadam@nb.aibn.com,1 506 784-2293,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17257,Councillor,Taylor Gallant,Independent,Councillor for McAdam,villageofmcadam@nb.aibn.com,1 506 784-2293,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17260,Mayor,Elaine English,Independent,Mayor for Canterbury,canterbury@anb.aibn.com,1 506 279-6248,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17260,Councillor,George Mott,Independent,Councillor for Canterbury,canterbury@anb.aibn.com,1 506 279-6248,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17260,Councillor,Glendon Luimes,Independent,Councillor for Canterbury,canterbury@anb.aibn.com,1 506 279-6248,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17260,Councillor,Sandra Marston,Independent,Councillor for Canterbury,canterbury@anb.aibn.com,1 506 279-6248,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17260,Councillor,Tanya Cloutier,Independent,Councillor for Canterbury,canterbury@anb.aibn.com,1 506 279-6248,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17262,Councillor,Eric M. Cummings,Independent,Councillor for Meductic,villageofmeductic@nb.aibn.com,1 506 272-2098,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17262,Mayor,Lance Graham,Independent,Mayor for Meductic,villageofmeductic@nb.aibn.com,1 506 272-2098,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17262,Councillor,Randall Stairs,Independent,Councillor for Meductic,villageofmeductic@nb.aibn.com,1 506 272-2098,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17265,Councillor,Dan Fortier,Independent,Councillor for Hanwell,,1 506 460-1177,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17265,Councillor,Darren MacKenzie,Independent,Councillor for Hanwell,,1 506 460-1177,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17265,Councillor,Dave Morrison,Independent,Councillor for Hanwell,,1 506 460-1177,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17265,Councillor,Holly Hyslop,Independent,Councillor for Hanwell,,1 506 460-1177,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17265,Mayor,Susan Cassidy,Independent,Mayor for Hanwell,,1 506 460-1177,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17265,Councillor,Susan Jonah,Independent,Councillor for Hanwell,,1 506 460-1177,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17270,Mayor,Beverly Forbes,Independent,Mayor for Millville,villageofmillville@nb.aibn.com,1 506 463-2719,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17270,Councillor,Colin Trail,Independent,Councillor for Millville,villageofmillville@nb.aibn.com,1 506 463-2719,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17270,Councillor,Jeffrey Mills,Independent,Councillor for Millville,villageofmillville@nb.aibn.com,1 506 463-2719,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17270,Councillor,Trevor Gullison,Independent,Councillor for Millville,villageofmillville@nb.aibn.com,1 506 463-2719,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17274,Councillor,Angela Hicks,Independent,Councillor for Fredericton,angela.hicks@fredericton.ca,1 506 460-2020,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4882.jpg?itok=wWirElge
17274,Councillor,Blair Sullivan,Independent,Councillor for Fredericton,blair.sullivan@fredericton.ca,1 506 460-2020,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4858.jpg?itok=LKVd4Qvb
17274,Councillor,Colin Ebbett,Independent,Councillor for Fredericton,colin.ebbett@fredericton.ca,1 506 460-2020,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4966.jpg?itok=NdPeZB-p
17274,Councillor,Greg Ericson,Independent,Councillor for Fredericton,greg.ericson@fredericton.ca,1 506 470-4761,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4991.jpg?itok=LvE1rR3z
17274,Councillor,Janet Moser,Independent,Councillor for Fredericton,janet.moser@fredericton.ca,1 506 470-0712,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4677.jpg?itok=YOPHIuT1
17274,Councillor,Jason LeJeune,Independent,Councillor for Fredericton,jason.lejeune@fredericton.ca,1 506 470-7366,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4750.jpg?itok=4THmNvBh
17274,Councillor,Jocelyn Pike,Independent,Councillor for Fredericton,jocelyn.pike@fredericton.ca,1 506 472-4710,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4649.jpg?itok=naN9gw3Y
17274,Councillor,Josh Hambrook,Independent,Councillor for Fredericton,josh.hambrook@fredericton.ca,1 506 460-2020,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4777.jpg?itok=PqMooUbB
17274,Councillor,Kate Hunter,Independent,Councillor for Fredericton,kate.hunter@fredericton.ca,1 506 460-2020,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_5098.jpg?itok=0HOgHVJ6
17274,Councillor,Kelly Murray,Independent,Councillor for Fredericton,kelly.murray@fredericton.ca,1 506 440-5818,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_4796.jpg?itok=Ootk0Lii
17274,Councillor,Ruth Breen,Independent,Councillor for Fredericton,ruth.breen@fredericton.ca,1 506 471-9857,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_5037.jpg?itok=K6Lzcc1j
17274,Councillor,Ryan Gregg,Independent,Councillor for Fredericton,ryan.gregg@fredericton.ca,1 506 476-0767,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_5071.jpg?itok=snIfZvWM
17274,Mayor,Steve Hicks,Independent,Mayor for Fredericton,mayor@fredericton.ca,1 506 460-2125,,https://www.fredericton.ca/en/your-government/mayor-council,https://www.fredericton.ca/sites/default/files/styles/1_1_660/public/2026-06/ROB_5161.jpg?itok=UA1vNyIG
17278,Councillor,Brian Toole,Independent,Councillor for Nackawic,townhall@nackawic.com,1 506 575-2241,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17278,Councillor,Gail Farnsworth,Independent,Councillor for Nackawic,townhall@nackawic.com,1 506 575-2241,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17278,Councillor,Greg MacFarlane,Independent,Councillor for Nackawic,townhall@nackawic.com,1 506 575-2241,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17278,Mayor,Ian Kitchen,Independent,Mayor for Nackawic,townhall@nackawic.com,1 506 575-2241,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17278,Councillor,Julie McConaghy,Independent,Councillor for Nackawic,townhall@nackawic.com,1 506 575-2241,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17278,Councillor,Robert Simpson,Independent,Councillor for Nackawic,townhall@nackawic.com,1 506 575-2241,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17285,Councillor,Daphne Stokoe,Independent,Councillor for Hartland,Office@townofhartland.com,1 506 375-4357,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17285,Mayor,Darrin Foster,Independent,Mayor for Hartland,Office@townofhartland.com,1 506 375-4357,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17285,Councillor,Gregory Crouse,Independent,Councillor for Hartland,Office@townofhartland.com,1 506 375-4357,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17285,Councillor,Kenneth Tompkins,Independent,Councillor for Hartland,Office@townofhartland.com,1 506 375-4357,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17285,Councillor,Michael Murphy,Independent,Councillor for Hartland,Office@townofhartland.com,1 506 375-4357,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17285,Councillor,Tracy DeMerchant,Independent,Councillor for Hartland,Office@townofhartland.com,1 506 375-4357,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17285,Councillor,Wayne Britton,Independent,Councillor for Hartland,Office@townofhartland.com,1 506 375-4357,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17288,Councillor,Garth Seely,Independent,Councillor for Centreville,clerk@aernet.ca,1 506 276-3671,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17288,Councillor,Kathleen Simonson,Independent,Councillor for Centreville,clerk@aernet.ca,1 506 276-3671,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17288,Mayor,Michael Stewart,Independent,Mayor for Centreville,clerk@aernet.ca,1 506 276-3671,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17288,Councillor,Robert Lee,Independent,Councillor for Centreville,clerk@aernet.ca,1 506 276-3671,,http://www2.gnb.ca/content/gnb/en/departments/elg/local_government/content/community_profiles.html,
17290,Councillor,Alvin Tedjo,Independent,Councillor for Peel,Alvin.Tedjo@mississauga.ca,1 905 896-5200,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/w2-alvintedjo-2022.jpg
17290,Councillor,Brad Butt,Independent,Councillor for Peel,Brad.Butt@mississauga.ca,1 905 896-5011,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/brad_butt.jpg
17290,Councillor,Chris Fonseca,Independent,Councillor for Peel,Chris.Fonseca@mississauga.ca,1 905 896-5300,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/chris_fonseca.jpg
17290,Councillor,Christina Early,Independent,Councillor for Peel,Christina.Early@caledon.ca,1 905 584-2272,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/councillor-christina-early-2023.jpg
17290,Councillor,Dipika Damerla,Independent,Councillor for Peel,Dipika.Damerla@mississauga.ca,1 905 896-5700,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/dipika_damerla.jpg
17290,Councillor,Gurpartap Singh Toor,Independent,Councillor for Peel,gurpartap.toor@brampton.ca,1 905 874-2609,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/councillor-gurpartap-singh-toor-2022.jpg
17290,Councillor,Joe Horneck,Independent,Councillor for Peel,Joe.Horneck@mississauga.ca,1 905 896-5600,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/w6-joehorneck-2022.jpg
17290,Councillor,John Kovac,Independent,Councillor for Peel,John.Kovac@mississauga.ca,1 905 896-5400,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/john_kovac.jpg
17290,Councillor,Mario Russo,Independent,Councillor for Peel,Mario.Russo@caledon.ca,1 905 584-2272,,https://services6.arcgis.com/ONZht79c8QWuX759/arcgis/rest/services/Peel_Ward_Boundary/FeatureServer/replicafilescache/Peel_Ward_Boundary_-3456469171846657907.csv,https://peelregion.ca/sites/default/files/styles/original/public/2024-05/mariorusso.jpg
